,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,,,Reformatted Genes
ARID3A,287.3693014,0.426609838,0.139420972,3.059868475,0.002214342,0.030250274,,,ARID3A
STK4,4731.723722,0.427223857,0.109026948,3.918516156,8.90957585414069e-05,0.002477345,,,STK4
TRMT6,473.1316429,0.427881661,0.108825452,3.931816054,8.43065652911769e-05,0.002374987,,,TRMT6
CACNA1E,38528.98265,0.430014682,0.142033971,3.027548117,0.002465465,0.032713145,,,CACNA1E
HOMER1,12413.21748,0.430614045,0.150053989,2.869727415,0.004108258,0.047252982,,,HOMER1
PTPRF,3430.498919,0.431858378,0.130218954,3.316401825,0.000911846,0.015131409,,,PTPRF
SMIM8,2893.07329,0.434946429,0.105141391,4.136776436,3.52218969655471e-05,0.001215955,,,SMIM8
CSTF3,4626.49558,0.435009104,0.147972405,2.939798837,0.003284254,0.0403474,,,CSTF3
SEC23IP,2034.508153,0.435182451,0.133109422,3.269358725,0.001077915,0.017219627,,,SEC23IP
DLGAP1,210695.2611,0.435417879,0.124143505,3.507375443,0.00045255,0.008818744,,,DLGAP1
NXF1,2240.129889,0.435688562,0.135123153,3.224381263,0.001262452,0.019532385,,,NXF1
PPP1CB,2618.219538,0.436388846,0.124900778,3.493884139,0.000476048,0.00923086,,,PPP1CB
PHTF2,6840.762369,0.438188996,0.123372966,3.551742422,0.000382689,0.007772119,,,PHTF2
IFT57,3724.814808,0.438932529,0.111047303,3.952662655,7.72863591671807e-05,0.002233254,,,IFT57
MCOLN1,186.7344398,0.439671675,0.151297673,2.906004207,0.003660765,0.043638617,,,MCOLN1
DACH2,2444.022766,0.44067925,0.13834451,3.185375759,0.001445662,0.021767085,,,DACH2
THRAP3,4121.461055,0.441157403,0.104064344,4.239275308,2.24242514675621e-05,0.000850067,,,THRAP3
TNPO1,10664.25197,0.441461757,0.129626943,3.405632701,0.000660109,0.011719052,,,TNPO1
SHISA9,47542.40426,0.442475364,0.137816674,3.210608356,0.001324543,0.020280133,,,SHISA9
GFPT1,3559.004006,0.442475652,0.115709003,3.824038253,0.000131284,0.003383098,,,GFPT1
MDM4,4527.275871,0.443471349,0.151035119,2.936213462,0.003322456,0.040696203,,,MDM4
ZNRF3,2313.961153,0.445036619,0.119956426,3.70998566,0.000207271,0.00484365,,,ZNRF3
PRKAR2B,5678.589914,0.445506918,0.155668071,2.861902981,0.004211058,0.048200259,,,PRKAR2B
CRTC1,3104.950853,0.44554635,0.139646427,3.190531686,0.001420113,0.021437155,,,CRTC1
FLJ27354,1174.245563,0.447579935,0.135595782,3.300839661,0.00096396,0.015751353,,,FLJ27354
C5orf30,1637.437194,0.448697119,0.139522643,3.215944798,0.001300158,0.019984638,,,C5orf30
COX20,606.6448671,0.448777503,0.143929843,3.118029555,0.001820645,0.026117458,,,COX20
FAM118B,1424.640415,0.450036177,0.148578387,3.028947788,0.002454071,0.032618116,,,FAM118B
BZW2,3129.239789,0.450193844,0.138162406,3.25843951,0.001120268,0.017739952,,,BZW2
RP11-128A17.1,336.238197,0.451655661,0.140516054,3.214263754,0.001307795,0.020075843,,,RP11
CDAN1,334.4346287,0.452903583,0.150463766,3.010050819,0.00261204,0.034064871,,,CDAN1
ARF4,1461.05853,0.452991597,0.138848315,3.262492584,0.001104371,0.017547139,,,ARF4
GUCY1A2,27586.62301,0.455210539,0.140256565,3.245556018,0.001172215,0.018328685,,,GUCY1A2
TAMM41,4183.992224,0.455618963,0.147000033,3.099448031,0.001938816,0.02732357,,,TAMM41
PTRH2,800.5583653,0.455711659,0.123019152,3.70439605,0.000211895,0.00492729,,,PTRH2
PEPD,3192.669722,0.456893284,0.114980635,3.973654213,7.07782959468977e-05,0.002088713,,,PEPD
TMEM64,6443.621385,0.457293547,0.14240383,3.211244728,0.001321613,0.020248421,,,TMEM64
EXD3,2062.836779,0.457815974,0.122272022,3.744241474,0.00018094,0.004366811,,,EXD3
RCAN2,35339.2723,0.458868211,0.13557457,3.384618608,0.000712772,0.012458454,,,RCAN2
SRGAP3,34728.06395,0.459441873,0.119381852,3.848506818,0.00011884,0.003137881,,,SRGAP3
LPPR4,11462.89387,0.462662706,0.112976155,4.095224375,4.21759723556486e-05,0.001383126,,,LPPR4
GABRA4,10138.84837,0.465607118,0.136596392,3.40863409,0.00065289,0.011627259,,,GABRA4
RP11-69E11.4,251.7728789,0.465737101,0.153646358,3.031227738,0.002435615,0.032464306,,,RP11
PLCG1-AS1,182.3746029,0.465834411,0.160439032,2.903498022,0.003690193,0.043878498,,,PLCG1
LINC01250,27209.96637,0.465852896,0.156142725,2.983506895,0.002849656,0.036361225,,,LINC01250
GOLGA2,599.2136931,0.465877903,0.151461394,3.07588547,0.002098784,0.028939906,,,GOLGA2
FAM178A,3694.665287,0.467676672,0.149332121,3.13178886,0.001737448,0.025185289,,,FAM178A
DUSP11,1516.000394,0.468604107,0.118056195,3.96933092,7.20747285072297e-05,0.002116376,,,DUSP11
CDC40,6129.223108,0.46946059,0.130173119,3.606432676,0.000310435,0.006588439,,,CDC40
TET3,6997.355081,0.472491517,0.152738986,3.093457211,0.001978391,0.027659297,,,TET3
ARFGEF3,21140.40548,0.473027398,0.126098746,3.751245855,0.000175958,0.004272827,,,ARFGEF3
LHX2,1523.699739,0.473729508,0.159922303,2.962247917,0.003054018,0.038364776,,,LHX2
CAMKK1,1582.26125,0.473866495,0.107757047,4.397545291,1.09482043909481e-05,0.000470214,,,CAMKK1
CELF1,10082.94654,0.474224713,0.103452586,4.583981216,4.56205238208792e-06,0.00022646,,,CELF1
RHOQ,845.2995254,0.476633772,0.155826428,3.058747979,0.00222264,0.030309353,,,RHOQ
LRRC8B,13440.53941,0.476979999,0.166253598,2.868990532,0.004117841,0.047317046,,,LRRC8B
ROCK2,21433.05958,0.476985743,0.147684098,3.229770501,0.001238896,0.019180521,,,ROCK2
RP11-428F8.2,405.848997,0.477010679,0.157593538,3.026841611,0.002471234,0.032717141,,,RP11
SLC39A10,11276.84714,0.478773401,0.165862485,2.886568358,0.003894681,0.045445476,,,SLC39A10
ACTN1,8622.513642,0.479667775,0.121576044,3.945413564,7.96623652351636e-05,0.002276799,,,ACTN1
EML5,7398.112502,0.480333959,0.117149531,4.100178231,4.12832069733866e-05,0.001361422,,,EML5
TAF1,5167.856292,0.481371441,0.157719477,3.052073532,0.002272664,0.030744205,,,TAF1
RPS6KC1,26783.64891,0.48160549,0.135047002,3.566206447,0.000362186,0.007419623,,,RPS6KC1
CREG2,4882.988178,0.481707827,0.159709336,3.016153221,0.002560039,0.033591069,,,CREG2
VGLL4,10708.11892,0.483520215,0.133672586,3.617198031,0.000297809,0.006406979,,,VGLL4
RP11-345P4.7,2631.745925,0.483589074,0.140155048,3.450386428,0.000559785,0.010384864,,,RP11
CREM,2375.010052,0.484103347,0.12216616,3.962663199,7.41183079809772e-05,0.002160242,,,CREM
GPR26,1066.786766,0.484546404,0.166900363,2.903207614,0.003693617,0.043897073,,,GPR26
PLEKHA8,3266.75178,0.485055738,0.129450472,3.747037231,0.000178936,0.004327304,,,PLEKHA8
AXIN1,970.8219573,0.486241955,0.1683512,2.888259516,0.003873801,0.045330203,,,AXIN1
LMTK3,2006.269295,0.486955369,0.112052557,4.345776485,1.3878383602e-05,0.00056495,,,LMTK3
TXNRD2,1054.39884,0.487597149,0.107642743,4.529772616,5.90472000505004e-06,0.000280136,,,TXNRD2
SH3BGRL2,10368.03173,0.487868416,0.168176713,2.900927287,0.003720602,0.044151019,,,SH3BGRL2
KIAA0753,5916.988749,0.488290148,0.111286202,4.387697129,1.14557149258866e-05,0.000485817,,,KIAA0753
EIF3D,665.8029619,0.488511351,0.171141095,2.854436286,0.004311328,0.049062162,,,EIF3D
EPHA4,19313.81302,0.488762529,0.115687287,4.224859477,2.39089920782369e-05,0.000885008,,,EPHA4
ACYP2,19301.55736,0.489329294,0.123837415,3.951384928,7.77002311519255e-05,0.002242465,,,ACYP2
MAST3,1963.984431,0.489895564,0.125924898,3.890378887,0.000100088,0.00271261,,,MAST3
MTMR2,5975.22932,0.490833371,0.156819173,3.129932141,0.001748467,0.025288366,,,MTMR2
CNTN3,31564.29912,0.491741553,0.106407367,4.621311143,3.81322370984936e-06,0.000193776,,,CNTN3
WDR1,538.7738418,0.491900171,0.168471552,2.919781806,0.003502765,0.042278409,,,WDR1
TCEA1,1715.247546,0.491971444,0.128955272,3.815054909,0.000136153,0.003466894,,,TCEA1
NDEL1,1904.349632,0.493729781,0.161853845,3.050466804,0.002284859,0.03085607,,,NDEL1
IQCE,2365.478825,0.496506409,0.105199698,4.719656232,2.36243543875916e-06,0.000133582,,,IQCE
TLE3,1075.030134,0.496553943,0.118535527,4.189072738,2.80096616724836e-05,0.001003708,,,TLE3
MAN1C1,15846.32074,0.49658906,0.168454337,2.947914962,0.003199251,0.039556963,,,MAN1C1
KCTD1,27956.1655,0.49730038,0.140538686,3.538530158,0.000402361,0.008040066,,,KCTD1
RIPK2,1069.260674,0.497995214,0.158091892,3.150036398,0.001632501,0.024057966,,,RIPK2
FAM171B,12598.40504,0.500669589,0.170744243,2.932278017,0.003364854,0.040981346,,,FAM171B
FAM133B,1606.472997,0.500710577,0.145539031,3.44038691,0.000580883,0.010708869,,,FAM133B
PPP1R7,1633.056803,0.501216196,0.108946593,4.600567892,4.21340661019803e-06,0.000211829,,,PPP1R7
PPFIA2,51567.11637,0.501940895,0.159834238,3.140384075,0.001687265,0.024618821,,,PPFIA2
CSGALNACT1,16995.50937,0.502033192,0.144843601,3.466036388,0.000528192,0.009907903,,,CSGALNACT1
SRPK1,9921.071544,0.50341653,0.172528091,2.917881531,0.003524182,0.042504701,,,SRPK1
PPL,974.4443179,0.503904292,0.149584889,3.368684468,0.000755278,0.013037122,,,PPL
ZNF746,2749.109616,0.505433936,0.166488835,3.035842827,0.002398644,0.032098535,,,ZNF746
ELK4,1983.295309,0.507905758,0.131687194,3.856910773,0.000114829,0.003052485,,,ELK4
NIPA2,812.4215243,0.508403742,0.1641771,3.096678789,0.001957018,0.027448018,,,NIPA2
RP11-504P24.5,503.5740242,0.509100156,0.158189967,3.218283462,0.001289603,0.019835323,,,RP11
TMEM2,6300.755386,0.509616159,0.171573646,2.970247307,0.002975601,0.037640394,,,TMEM2
ADGRB2,1484.464841,0.509633786,0.176058882,2.894678074,0.003795476,0.04474676,,,ADGRB2
HYDIN,4505.315223,0.510530234,0.139037869,3.671879024,0.000240774,0.00538634,,,HYDIN
EIF2AK3,2211.514368,0.511468296,0.1530073,3.342770551,0.000829465,0.014052587,,,EIF2AK3
FEM1C,1637.360669,0.513380831,0.176995397,2.900532095,0.003725297,0.044163578,,,FEM1C
IARS,5386.232301,0.513992064,0.117699723,4.366977702,1.25977582950346e-05,0.000525739,,,IARS
PTCHD1,4027.482787,0.515197862,0.16114024,3.197201776,0.001387678,0.021073407,,,PTCHD1
TTC3,40805.36272,0.51630177,0.155903969,3.311665341,0.000927424,0.015324271,,,TTC3
ZSCAN22,740.6718663,0.516975401,0.127459122,4.056009439,4.99182429585457e-05,0.001588424,,,ZSCAN22
DDX26B,3650.564071,0.517158466,0.158335902,3.266211012,0.00108997,0.017376877,,,DDX26B
PACRGL,1896.362833,0.517643703,0.117652316,4.39977487,1.08363239953651e-05,0.000467966,,,PACRGL
PHACTR1,127262.4199,0.51772708,0.178687339,2.897390956,0.003762805,0.044512732,,,PHACTR1
C4orf47,533.2497843,0.517824118,0.166316489,3.113486355,0.001848911,0.026405489,,,C4orf47
SPATA6L,3426.096364,0.518791157,0.118408457,4.381369103,1.17935887514312e-05,0.000495688,,,SPATA6L
PDPK2P,228.6792073,0.519497476,0.131489975,3.950852345,7.78733597155275e-05,0.002244714,,,PDPK2P
SEMA4D,6122.164154,0.520411938,0.173173177,3.005153264,0.002654471,0.034465728,,,SEMA4D
REEP3,4451.150971,0.521170742,0.152610308,3.415042864,0.00063772,0.011434824,,,REEP3
PTCHD2,1209.135245,0.522584525,0.158159048,3.304170901,0.000952577,0.01558697,,,PTCHD2
MAP7,30151.87282,0.524289908,0.103792596,5.05132281,4.38760834338249e-07,3.32654074368539e-05,,,MAP7
ATP2B4,10406.80045,0.525281082,0.1739613,3.019528384,0.002531686,0.033367509,,,ATP2B4
SGSM1,10737.70712,0.525578295,0.10788732,4.871548325,1.10727071893818e-06,7.01836996823748e-05,,,SGSM1
FAM193A,7698.874924,0.52622913,0.081425259,6.462725926,1.0283344660824e-10,2.81943004369268e-08,,,FAM193A
EP400,8157.305108,0.52630714,0.097705491,5.386668977,7.17754489566467e-08,7.08114356045511e-06,,,EP400
CELF5,6977.961623,0.527644645,0.11846601,4.45397499,8.42949237683896e-06,0.000381632,,,CELF5
MPP2,2035.145676,0.528863278,0.120107546,4.403247705,1.06642286085326e-05,0.000463072,,,MPP2
PART1,4825.354512,0.529056899,0.169818781,3.115420432,0.001836829,0.02629584,,,PART1
PITPNM2,7240.620995,0.529312414,0.116958526,4.525641959,6.02124467067255e-06,0.00028509,,,PITPNM2
HMGN1,829.5836521,0.530092967,0.172258697,3.07730743,0.002088798,0.028865377,,,HMGN1
KCTD8,20034.117,0.53065228,0.165852198,3.199549269,0.001376427,0.020925056,,,KCTD8
SETD5,19248.63035,0.532355584,0.144148077,3.69311609,0.000221523,0.005076081,,,SETD5
TCFL5,1014.182584,0.532721003,0.172584521,3.08672528,0.002023745,0.02811897,,,TCFL5
FRMD5,34787.16422,0.532957265,0.168840455,3.156573257,0.001596348,0.023655156,,,FRMD5
BCAS2,311.5590546,0.533288711,0.185898827,2.868704016,0.004121573,0.047336857,,,BCAS2
CACNB2,28209.63421,0.53447991,0.143606576,3.721834505,0.000197781,0.004672815,,,CACNB2
IDH3B,295.3176804,0.53943261,0.182524163,2.955403835,0.0031226,0.038997771,,,IDH3B
ATG4B,2089.85898,0.546754564,0.110425949,4.951323216,7.37105616223891e-07,5.06711758744697e-05,,,ATG4B
EML1,7063.040157,0.546905322,0.145499955,3.758800616,0.00017073,0.004167328,,,EML1
HTATIP2,508.1801321,0.550259177,0.169422022,3.247861003,0.001162761,0.018217097,,,HTATIP2
MSRA,71329.35367,0.550368635,0.177597763,3.098961534,0.001942002,0.02732357,,,MSRA
RP11-379K17.2,2860.404709,0.550683505,0.153845409,3.579460121,0.000344305,0.007140161,,,RP11
CEBPG,502.4792857,0.556299461,0.179333905,3.102031713,0.001921974,0.027165962,,,CEBPG
C2CD2L,819.8391167,0.557023547,0.160699296,3.466247579,0.000527777,0.009907903,,,C2CD2L
EIF3E,3012.414679,0.557173723,0.117423401,4.744997301,2.08509115727175e-06,0.000119913,,,EIF3E
PTK2,57517.07542,0.559383892,0.120854899,4.62855784,3.6822102322616e-06,0.000190401,,,PTK2
GLRA3,5480.842702,0.560015933,0.180225266,3.107310898,0.001887977,0.026784968,,,GLRA3
RPAP1,742.5598554,0.560218875,0.172949776,3.23919978,0.001198656,0.01864321,,,RPAP1
TMPO,886.7452978,0.562305135,0.147185941,3.820372602,0.00013325,0.003414315,,,TMPO
AC073333.8,631.0075147,0.56304402,0.19098728,2.948070785,0.003197638,0.039556963,,,AC073333.8
SPON2,2128.325147,0.56396566,0.180081588,3.131723047,0.001737837,0.025185289,,,SPON2
PPFIBP1,16591.26576,0.564400529,0.143966417,3.92036241,8.84159046171618e-05,0.002461636,,,PPFIBP1
NT5CP1,1431.583222,0.564766243,0.196013875,2.881256449,0.003960932,0.045984648,,,NT5CP1
FAM153B,7118.488922,0.565419302,0.158005173,3.578486004,0.00034559,0.007160523,,,FAM153B
FAT3,44467.009,0.566886245,0.151730969,3.736127499,0.000186876,0.004482551,,,FAT3
TSPAN14,2402.039133,0.568035793,0.104502605,5.435613721,5.4608143096547e-08,5.69703076814434e-06,,,TSPAN14
GFOD1,24643.1187,0.568596078,0.136627358,4.1616561,3.15947911238873e-05,0.001110244,,,GFOD1
RP11-557B9.1,5281.861281,0.56906835,0.130733426,4.352890974,1.34353974467593e-05,0.000551905,,,RP11
KCNH1,63255.88583,0.570696314,0.136922958,4.168010415,3.07269898513172e-05,0.001086224,,,KCNH1
FAM153A,2998.497943,0.570837404,0.169396425,3.369831468,0.000752142,0.013021108,,,FAM153A
DNAJA4,1185.631317,0.571019657,0.149696692,3.814510855,0.000136453,0.003470792,,,DNAJA4
FOXN2,1071.754342,0.57102729,0.186587392,3.060374468,0.002210604,0.030216715,,,FOXN2
CA10,35904.46703,0.571455934,0.153806278,3.715426574,0.000202861,0.004768957,,,CA10
GLCE,4039.504157,0.572654961,0.195253836,2.932874323,0.003358398,0.040926625,,,GLCE
HSD3BP5,2682.40886,0.574443145,0.168502154,3.409114557,0.000651741,0.011615572,,,HSD3BP5
BRD8,2317.270677,0.577289603,0.122391313,4.716753069,2.39638242489774e-06,0.000134768,,,BRD8
SMAP2,8243.998071,0.578117911,0.127201519,4.544897846,5.49619029721006e-06,0.000264528,,,SMAP2
RP11-141O15.1,60740.604,0.578932541,0.164530425,3.51869595,0.000433673,0.008521321,,,RP11
STXBP6,8199.341892,0.579836923,0.166553436,3.481386742,0.000498825,0.009501023,,,STXBP6
MFSD4,1930.134091,0.579930441,0.150710342,3.847980402,0.000119096,0.003141113,,,MFSD4
ARMC9,11759.05085,0.580147464,0.12151566,4.774260902,1.80368428526816e-06,0.000105794,,,ARMC9
COG2,2674.78684,0.580665228,0.161819375,3.588354176,0.000332772,0.006987027,,,COG2
ZCCHC17,6505.618886,0.583320155,0.133502189,4.369367718,1.24606792783706e-05,0.000521866,,,ZCCHC17
MIR4500HG,5055.134154,0.583686493,0.205004087,2.847194415,0.004410642,0.049831586,,,MIR4500HG
ZNF274,394.1786833,0.586423161,0.159221318,3.683069388,0.000230442,0.005219598,,,ZNF274
KIAA1522,867.6316598,0.587298536,0.139778761,4.201629277,2.65000845995889e-05,0.000959824,,,KIAA1522
PCDHGA12,964.1016282,0.589077669,0.192143193,3.065826378,0.002170693,0.029740137,,,PCDHGA12
ACVR1,2620.9816,0.589420934,0.157300099,3.747111027,0.000178883,0.004327304,,,ACVR1
SSX2IP,8557.262917,0.589995783,0.194484836,3.033633848,0.002416275,0.032261239,,,SSX2IP
LAMB1,3839.955701,0.590122946,0.155757505,3.788728798,0.00015142,0.003768054,,,LAMB1
TGFB1,530.3025593,0.590801711,0.184801387,3.196954955,0.001388866,0.021073407,,,TGFB1
AKAP13,3632.338471,0.592259832,0.165838465,3.571305567,0.000355206,0.007302011,,,AKAP13
KIF24,406.5956848,0.59290374,0.172769419,3.431763224,0.000599671,0.010901804,,,KIF24
MARS,2134.994095,0.592909872,0.16843647,3.520080129,0.000431416,0.008493627,,,MARS
CCDC3,16703.06812,0.593670669,0.201232199,2.950177314,0.003175916,0.039413118,,,CCDC3
USP53,3820.382512,0.595216099,0.115064516,5.172890107,2.30500591122078e-07,1.93415424842259e-05,,,USP53
RAB40B,1873.223857,0.595230863,0.133940034,4.444010103,8.82974555924203e-06,0.000395811,,,RAB40B
CHRM3,77830.69311,0.595236741,0.136501929,4.360647111,1.29678362177453e-05,0.000538242,,,CHRM3
GMEB2,243.9234323,0.596703192,0.207376886,2.877385245,0.004009857,0.046313193,,,GMEB2
NDST3,23809.10798,0.598072209,0.168862675,3.54176676,0.000397457,0.007996274,,,NDST3
COX7A2L,3486.61345,0.598250632,0.148015581,4.041808487,5.30405444142053e-05,0.001663089,,,COX7A2L
MAP6D1,501.9668714,0.598392913,0.19571877,3.057411985,0.002232572,0.030411216,,,MAP6D1
NPHP4,5454.741111,0.60103077,0.134944893,4.453897851,8.43252310383384e-06,0.000381632,,,NPHP4
SNTB2,4417.588716,0.601875187,0.165375285,3.639450633,0.00027322,0.005970585,,,SNTB2
MAL2,737.3574446,0.602451116,0.203106055,2.966189844,0.003015143,0.038018213,,,MAL2
LDB2,83286.31097,0.602879248,0.188568995,3.197128182,0.001388032,0.021073407,,,LDB2
RP11-547D23.1,867.9495646,0.604839848,0.131890237,4.585933441,4.51962578474019e-06,0.000225303,,,RP11
ERCC4,1440.358203,0.605217878,0.177289231,3.413731755,0.000640796,0.011481259,,,ERCC4
POU2F2,2162.622273,0.608828153,0.154974568,3.928568161,8.54531315756859e-05,0.002395838,,,POU2F2
POLR3C,1247.02582,0.60941238,0.21117374,2.885834095,0.003903779,0.045522849,,,POLR3C
SYNPO,2496.907172,0.612015983,0.151481708,4.040197258,5.34062636038866e-05,0.001672332,,,SYNPO
MAMSTR,90.11916314,0.612317763,0.183038007,3.345303915,0.000821925,0.01396265,,,MAMSTR
LINC00276,3703.080141,0.613594811,0.191528588,3.203672194,0.001356869,0.020694442,,,LINC00276
C4orf45,1547.688776,0.615259812,0.193525621,3.179216317,0.001476738,0.022164236,,,C4orf45
MAP3K5,16237.32971,0.615327179,0.125790656,4.891676376,9.99807420364346e-07,6.47649977054146e-05,,,MAP3K5
OGT,12560.89696,0.615955803,0.169689473,3.629899921,0.000283531,0.006169065,,,OGT
WASF1,17217.24529,0.617417779,0.108113228,5.710844016,1.12417247271492e-08,1.52338291575547e-06,,,WASF1
CFAP74,1236.804956,0.619659996,0.14851413,4.172397568,3.01411114387567e-05,0.001071505,,,CFAP74
RP11-519G16.5,7450.191171,0.620181676,0.124783358,4.970067191,6.69297039044227e-07,4.66493112432509e-05,,,RP11
COL23A1,2328.715751,0.621719517,0.135533849,4.587189984,4.49251829308794e-06,0.000224426,,,COL23A1
ZCCHC6,5107.572174,0.625048913,0.169166235,3.69487984,0.000219991,0.005050792,,,ZCCHC6
PKIG,7922.734168,0.626569008,0.151866312,4.125793263,3.69459050248307e-05,0.001257067,,,PKIG
AC011516.2,3620.411012,0.62724189,0.171179526,3.664234302,0.00024808,0.005544521,,,AC011516.2
KIAA1324,7487.001704,0.628332657,0.164603082,3.817259378,0.000134942,0.003447242,,,KIAA1324
CELF2,113139.0558,0.629319631,0.180490769,3.486713669,0.000488995,0.009396906,,,CELF2
RP13-653N12.2,255.733733,0.630847787,0.21784604,2.895842336,0.003781423,0.044603392,,,RP13
SYCP2,5690.927218,0.631947248,0.141739314,4.458517753,8.25283629254014e-06,0.000376362,,,SYCP2
MAPK6,1565.005105,0.633689846,0.170737319,3.71148997,0.000206043,0.004824512,,,MAPK6
TMEM108,53276.65186,0.633892698,0.11925526,5.315427569,1.06407170224514e-07,9.87785301859766e-06,,,TMEM108
FNIP2,10803.04143,0.634543427,0.127181586,4.98927124,6.06074983244131e-07,4.32815693168483e-05,,,FNIP2
ANXA11,3383.590838,0.63522317,0.192862798,3.293653183,0.000988944,0.016070517,,,ANXA11
ERC2,99396.64274,0.63576934,0.116527876,5.455942044,4.87138811799853e-08,5.26892020340768e-06,,,ERC2
TANC2,25057.30056,0.636322886,0.13670304,4.654782264,3.24323255376621e-06,0.000172235,,,TANC2
NGEF,7228.243394,0.636762803,0.20252891,3.144058809,0.00166622,0.024407655,,,NGEF
ACTN4,5377.665445,0.638049829,0.142480649,4.47815076,7.52924226867457e-06,0.000348102,,,ACTN4
KITLG,3937.924321,0.639647708,0.16285868,3.927624292,8.57890879582921e-05,0.0024024,,,KITLG
RP11-206L10.9,3627.857064,0.642465618,0.215037164,2.987695733,0.002810892,0.036040257,,,RP11
MYH9,3932.231931,0.64272927,0.183882411,3.495327626,0.00047348,0.009188633,,,MYH9
KIF13A,10558.77367,0.643376155,0.212970617,3.020962061,0.002519729,0.033234384,,,KIF13A
LA16c-325D7.1,13782.02085,0.643530179,0.128229164,5.018594516,5.20508831477703e-07,3.77675893016794e-05,,,LA16c
ITIH3,77.25015665,0.643681606,0.219281136,2.935417145,0.003330996,0.040758456,,,ITIH3
IFT122,5187.567245,0.646080131,0.109406278,5.905329617,3.5194235879588e-09,5.56942877721345e-07,,,IFT122
