"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NT5C1A",243.268937087245,-0.491353179707156,0.273389480432243,-1.79726439704374,0.0722936554913721,0.324749876706242
"OR7E38P",255.571636218768,0.383142499338145,0.213196163063626,1.79713599828624,0.0723140320486708,0.324779535557259
"RP11-404P21.5",123.41383629036,-0.580453075359867,0.323048440002128,-1.79679888055192,0.0723675541618042,0.32487863207325
"FKBP10",20.2352257154747,0.782094792913656,0.435283801815306,1.79674683425391,0.0723758201225385,0.32487863207325
"SGCB",1340.09015895219,-0.334842743550858,0.186370644966343,-1.79664959367033,0.072391265883017,0.32487863207325
"MIR4441",2.76922944228223,1.74325021299092,0.970294210471856,1.79662023557079,0.0723959296738992,NA
"VNN2",3.39167702141659,-3.04291483928195,1.6936962398583,-1.79661191167109,0.0723972520429308,0.32487863207325
"RP11-812D23.1",14.8685422424438,0.676259738844387,0.376418559470549,1.79656321886886,0.0724049879784948,0.32487863207325
"TNFSF11",3.35706644584161,-1.45802206533632,0.811684335937319,-1.79629198295741,0.0724480922265769,0.325010191516449
"KRT5",3.02702381980257,-2.51390628290031,1.39969109379767,-1.79604363708534,0.0724875772589258,NA
"WNT2",123.671648110019,0.537737420379963,0.299423721075863,1.79590788080454,0.0725091688818265,0.325178599168845
"KIAA1324L",5424.61654225989,-0.37026137543826,0.206172389131355,-1.79588245059508,0.0725132140646247,0.325178599168845
"ZCCHC8",1381.7687686574,0.351700699857407,0.195859242726633,1.79568089287615,0.0725452823815647,0.325260546353853
"GYPA",587.488205052594,0.331962317226541,0.18489213479899,1.795437743133,0.0725839835387534,0.325372195410697
"RP11-20F18.1",95.8939914697616,-0.764721451107744,0.425972184172145,-1.79523799797853,0.0726157888069524,0.325407351343643
"RP5-1158E12.3",271.602565322014,0.458373165454869,0.255335746534787,1.79517819841344,0.0726253128645677,0.325407351343643
"TASP1",9442.93625190946,0.378539310910761,0.210870313787043,1.79512850392515,0.0726332283015223,0.325407351343643
"C1orf56",129.399686335959,-0.41319468629004,0.230256869708504,-1.7944945000474,0.0727342756891737,0.325789097126586
"CTD-2582M21.1",48.089324949474,-1.34775526183369,0.751081048087545,-1.79442054258384,0.0727460705022042,0.325789097126586
"RP11-212F11.1",595.163086258445,0.57007428489209,0.317721120136845,1.79425996183872,0.0727716854756393,0.325841924008754
"MRPL19",65.578860981282,0.645136095800594,0.35961304003396,1.79397303206711,0.0728174733424966,0.325985039670159
"Z95704.3",46.3671709914066,-0.578684299281944,0.322607012980039,-1.79377470420257,0.0728491360150899,0.326010232493757
"NUGGC",8.0597660575019,-1.48909200953594,0.830149078806862,-1.79376457500399,0.072850753425065,0.326010232493757
"PLEKHG1",1480.76127283137,-0.340851702280844,0.190076610263181,-1.79323327477746,0.0729356315782787,0.326328132255073
"LIN7A",10158.7179441015,0.312588952078287,0.174329622521385,1.79309142965615,0.0729583058030308,0.326367651779484
"DCC",38290.0999779203,-0.531927529439096,0.296672768680518,-1.79297726516962,0.0729765594124304,0.32638738512627
"SPTY2D1",509.955645959495,0.344070355130373,0.191925691831757,1.79272692387629,0.0730165992339516,0.326485144374598
"CALU",1677.11793888826,0.383058908706736,0.213680960922923,1.79266747515662,0.0730261101586849,0.326485144374598
"RP11-101E14.3",13.9684666589832,-1.05574912965177,0.589013705141068,-1.79240163757976,0.0730686526807501,0.326584166814643
"RP11-411H5.1",69.8004993185553,0.97052792523387,0.541481676527548,1.79235598784753,0.0730759601388547,0.326584166814643
"ITGA9",8915.93841320878,0.285338407160866,0.15920630822708,1.79225566083651,0.0730920222559728,0.326594048280004
"SETDB2",3173.41279855666,0.269367945072237,0.150323325171211,1.79192380667099,0.073145171902937,0.326704133658014
"ZFYVE16",6897.01503392074,-0.217794053050488,0.121547022517509,-1.7918501707363,0.0731569696938989,0.326704133658014
"KIR2DL3",7.78122994914739,1.13238183871835,0.631966423200098,1.79183861222293,0.0731588217153891,0.326704133658014
"FAM21FP",65.9469894881632,-0.553826632381149,0.309097151562021,-1.79175585922545,0.0731720823549757,0.326704133658014
"ZMYM4",7248.50013596008,0.132961192029022,0.0742130925243381,1.79161368306296,0.073194869768822,0.326733662612872
"ADGRG4",49.8109376493679,0.852912255600872,0.476077256782292,1.79154169507178,0.0732064099233981,0.326733662612872
"CTD-2013N17.6",1.24700228523038,2.76233372217999,1.54203357726652,1.79135769992547,0.073235912335308,NA
"ASXL3",13985.7127899284,0.265000650226738,0.147943334845883,1.79123074725061,0.0732562740321309,0.326840745192314
"NPIPA2",163.334816320317,-0.443443641854671,0.247569511858106,-1.79118841624097,0.0732630644512832,0.326840745192314
"TRPV3",258.165240483589,0.354556011504329,0.197950711228365,1.79113279919109,0.0732719868987902,0.326840745192314
"RP11-527L4.5",33.5623775274438,0.789541658350169,0.440840971497521,1.79098974323581,0.073294940945772,0.326881296115067
"RP6-1O2.1",136.108458889258,0.471798887157758,0.263489004901064,1.79058282653924,0.0733602649384592,0.327110757750365
"CDH23",236.894056334331,0.570929625188566,0.318884959352023,1.79039370921946,0.0733906409163158,0.327117062129799
"RP11-502M1.1",191.657140611533,-0.376518443893644,0.210315281087465,-1.79025718885856,0.0734125751765774,0.327117062129799
"GRIK5",6099.13815337642,0.381747299919311,0.213248738563891,1.79015033097106,0.0734297474091655,0.327117062129799
"CTD-2396E7.9",1513.05955218843,0.278317239656623,0.155477170718253,1.79008428292649,0.0734403630778426,0.327117062129799
"LRRFIP1",19508.1497164555,0.159200908546455,0.0889407529631393,1.7899658282906,0.0734594050169218,0.327117062129799
"UPK3A",4.59661696392501,1.54614083969395,0.863787903832136,1.7899542617286,0.0734612645929408,0.327117062129799
"RP11-149B9.2",6.67637073561816,-1.68310424091686,0.94032380925203,-1.78991983863055,0.0734667990812726,0.327117062129799
"RP11-276E15.4",10.0437255747957,1.2778790401338,0.71394542790837,1.78988335828072,0.073472664703313,0.327117062129799
"RN7SL81P",14.7077528436645,-0.976329714186148,0.545682225867956,-1.78919097581602,0.0735840645056138,0.327493332279816
"TYRO3P",205.94321617386,-0.616375494045543,0.344500620530104,-1.78918543919337,0.0735849558682922,0.327493332279816
"RAB11FIP1",782.195186955022,0.483890010039567,0.270491015615259,1.78893191309482,0.0736257814933941,0.327592229717994
"PSG8",838.3028587607,-0.420116674026308,0.234849665981724,-1.78887490544271,0.0736349640572275,0.327592229717994
"ICA1L",16617.448691372,0.254532139811003,0.142316295276539,1.78849610521701,0.0736960034658854,0.327801936563311
"SLC25A15",787.65686771434,-0.257165733222203,0.14383054302244,-1.78797721136379,0.0737796845402743,0.32811225608735
"ZSCAN30",663.20806446171,0.292615418734188,0.163674525896467,1.78778839976162,0.0738101531173097,0.328185857128615
"CEP57L1",2343.93483766703,0.274721909423954,0.153701288413581,1.78737544922024,0.0738768269075538,0.328420381156337
"CROT",1141.56138938573,0.359437552073311,0.201187432395181,1.7865805423039,0.0740053088730139,0.328870215693262
"TMEM177",592.881880202563,0.346667186469855,0.194047974828514,1.78650247072259,0.0740179375412414,0.328870215693262
"GHRHR",9.60287589187855,-1.42183059635191,0.795879137329014,-1.78649059846399,0.0740198581230815,0.328870215693262
"ZNF641",1002.82734966366,-0.493534786531941,0.276306237099157,-1.78618764351247,0.0740688810971979,0.328981118997718
"LINC01531",2.82220171983686,-2.39855573029698,1.34284396037601,-1.78617605698979,0.0740707565093141,NA
"MYH15",339.253135168711,-0.600558757463053,0.336228247014696,-1.78616390144283,0.0740727240662829,0.328981118997718
"CTD-2576D5.4",2344.2134193722,0.330329084013094,0.185003273281751,1.78553102414582,0.0741752237449353,0.329248154995596
"CFAP69",2737.05539612469,0.340979754689504,0.190983024271041,1.78539300019456,0.0741975932484411,0.329248154995596
"TSPAN17",783.874639529368,0.534811766960116,0.299549826062231,1.78538500252379,0.0741988895976984,0.329248154995596
"GTF2IRD2B",264.031636469704,0.418745579161765,0.234542271392176,1.78537359886647,0.0742007380582253,0.329248154995596
"SH3BGR",879.024208667822,-0.220572633803959,0.123545068919134,-1.78536169621091,0.0742026674433436,0.329248154995596
"AL590708.2",0.854252277536644,2.75163426631837,1.54142930993484,1.78511868730113,0.0742420674304871,NA
"RP3-526F5.2",19.3973782847623,0.672388605193547,0.376732082011178,1.78479252843031,0.0742949757181127,0.329480980061025
"NAA50",2713.0378454778,0.230525012113767,0.129163516050062,1.78475330467481,0.0743013405259222,0.329480980061025
"LINC00687",9.47733068315291,1.05971663465741,0.593774131831061,1.78471337474655,0.0743078203815153,0.329480980061025
"FCRLA",1.66144151211631,2.59833816947434,1.45589478774827,1.78470188322675,0.0743096853186434,NA
"LINC00393",143.80400929648,0.360695653602233,0.202105088558814,1.78469357785254,0.0743110332060108,0.329480980061025
"ATP5HP3",1.64469965374956,2.88788702368965,1.61844056227431,1.78436396801094,0.0743645420443748,NA
"CATIP",31.4102213110155,0.904007682534049,0.506630161838468,1.7843542501567,0.0743661201178274,0.329633870251269
"RP11-318M2.3",110.419358403847,0.835340843371591,0.468164869669069,1.78428775307739,0.0743769192519382,0.329633870251269
"CSNK2A1",3696.98159898502,0.189325811691572,0.106111077181625,1.7842228796482,0.0743874559399041,0.329633870251269
"VWA8",17159.2663935398,-0.291562909945579,0.163426187265706,-1.78406481129944,0.0744131343751855,0.329685700006106
"RP11-382M14.1",43.3067376523133,-0.84731025074709,0.474966790315008,-1.78393577829965,0.0744341013444431,0.329716640165438
"FLNA",347.826250980891,0.341710012256206,0.191589097363161,1.7835566687205,0.0744957319540187,0.329876763172384
"F8A3",55.6199768377444,0.961951615038381,0.539349220916328,1.78354130817891,0.0744982299458392,0.329876763172384
"MAGED1",6677.14691809944,-0.168421767233505,0.0944421431972621,-1.78333275306683,0.074532152773261,0.329965007555524
"SEMA3F",34.5072848384265,-0.788208102903921,0.442049287542809,-1.78307741945538,0.0745737016062385,0.330032342947412
"RP11-338E21.3",104.270432438628,-0.962927716198171,0.540040042847036,-1.78306725390531,0.0745753561738756,0.330032342947412
"LINC00571",430.381490320135,0.364944135781382,0.204710119030819,1.78273618084526,0.0746292587605297,0.330208912050015
"LINC01342",1.68659615649461,-2.37015364179806,1.32984816930906,-1.78227386892559,0.0747045818257524,NA
"ARPP19",3093.5941559254,0.324348696616161,0.182002021076562,1.78211590562348,0.0747303325327358,0.330594092080559
"RCBTB2",542.470285287581,-0.3471667130957,0.194864494836907,-1.78158013539749,0.0748177262045858,0.330918620554855
"AATK",917.269320418847,-0.272011869938534,0.152693427817074,-1.78142487091456,0.0748430682038511,0.330968624377083
"SGSM2",1222.98053547908,0.294014582519388,0.165108690127241,1.78073354160103,0.0749559908917509,0.331317843932316
"PLA2G4A",1152.26317661298,0.708776226777645,0.398040492474702,1.78066362638392,0.0749674186833483,0.331317843932316
"TRDV3",70.9147541620794,-0.65843615906657,0.369782369320897,-1.78060452226477,0.0749770804876774,0.331317843932316
"AC079807.2",85.1073211801378,0.744305915104489,0.418045739239947,1.78044133749029,0.075003761731564,0.331317843932316
"CTC-312O10.2",5.67387762671938,-1.15749088153581,0.650132894281352,-1.78039119650343,0.0750119615038211,0.331317843932316
"PTPN21",1588.51332319363,0.279997438220357,0.157269934078518,1.78036215161486,0.0750167116747943,0.331317843932316
"SART1",600.244036097484,0.259929491497184,0.145999948445311,1.78033961152081,0.0750203981829015,0.331317843932316
"MIAT",2378.18902264769,-0.393168701244616,0.220915612284033,-1.77972347531109,0.0751212266364075,0.331701011771508
"ELN",189.927673445509,0.486764826328952,0.273566488028336,1.77932914896555,0.0751858147612698,0.331924045357794
"OR13D3P",16.7611575475591,-0.966251610211393,0.54313739042387,-1.7790187662413,0.0752366853433193,0.33203285006399
"RP11-313C15.1",8216.36334724028,0.302598575053846,0.170094094734258,1.77900694040321,0.0752386241100937,0.33203285006399
"PTPRA",12201.7370791519,0.17705059480438,0.0995279773869487,1.77890277138896,0.075255703682884,0.332046077308893
"CDYL2",9556.91639575524,0.33401448076946,0.187776893773542,1.77878371538236,0.075275228006094,0.332069255381348
"GSTO1",1165.85918696683,0.221554878137234,0.124560073525184,1.77869899934219,0.075289123341477,0.332069255381348
"CTC-467M3.3",82.2772941022904,-1.22462413172136,0.688560298293657,-1.77852852503425,0.0753170913076855,0.332130483625195
"VSX2",1.92601579925408,-2.13716486103441,1.20177030300791,-1.77834720635492,0.0753468477058037,NA
"HYAL1",247.474692004385,0.416045741488951,0.233986885880354,1.77807290320403,0.0753918821237002,0.332398128009485
"RP13-638C3.2",40.4290844717587,-0.609841473193249,0.343013546425827,-1.77789326266484,0.0754213869713922,0.332466046625249
"TRRAP",5604.29039811053,0.307709633070804,0.173097228642745,1.77766932193863,0.0754581810487893,0.332553564340115
"UTS2R",3.42855415913863,1.96149854341667,1.10345280219749,1.77760076326818,0.075469448355908,0.332553564340115
"MANBA",4328.13174911394,-0.296252972838974,0.166688680367437,-1.77728308956514,0.0755216745159958,0.332721517827478
"DYNLL1",1732.2583703599,0.250866851830622,0.141161476524954,1.77716228255996,0.0755415431574888,0.332746879527448
"RTN4R",859.696506240848,0.393861231843739,0.221688423342074,1.77664320899606,0.0756269616487218,0.333060913095856
"RP11-149P14.1",1.20196547486304,2.97892276103858,1.67672241791228,1.77663442035187,0.0756284085820395,NA
"POLE",912.408175861127,-0.347678281929771,0.195709782891793,-1.77649924695896,0.0756506659286316,0.333061854232147
"NELL2",63374.4246022407,0.337953303259446,0.190238640799812,1.77647034187483,0.0756554260684243,0.333061854232147
"RP11-309P22.1",8.07016415446835,-1.102380571655,0.620597807760229,-1.77632044114618,0.0756801159034601,0.333066857727427
"MARK2P15",14.6470915740225,-1.54127757820449,0.86769385031051,-1.77629192330098,0.0756848137623969,0.333066857727427
"AC008074.4",1.90526161368087,2.41140442809055,1.35777706698531,1.77599437103811,0.0757338449363411,NA
"TECRL",18.2321504001952,0.683614573841545,0.384934468488715,1.77592455288682,0.0757453534452355,0.333271074619371
"LRCH1",8076.10355311336,-0.276894562339838,0.155946252720704,-1.77557688953097,0.0758026819513881,0.333461089129063
"CBLN1",50.3656529632255,-1.17550536011124,0.662089517826556,-1.77544777324081,0.0758239818029066,0.33349256984345
"RP11-363E6.1",230.454285706332,-0.401857864662441,0.226365383452911,-1.77526200575645,0.075854635766327,0.333517023074699
"NAP1L3",696.252549016168,-0.439927295965009,0.247812487424044,-1.7752426463168,0.0758578308982404,0.333517023074699
"WDR76",185.46930762865,0.57818794900104,0.325716439049427,1.77512670434574,0.0758769685587714,0.333538971224324
"BPGM",334.460584676279,0.533798608339921,0.300746247506705,1.7749136116088,0.0759121524318508,0.333631433772714
"RP11-718B12.2",1.39019486607014,2.98980757767485,1.68454077255357,1.77485023003786,0.0759226199700827,NA
"CYTH2",246.220730266902,-0.397123201383683,0.223763142560557,-1.77474805206675,0.0759394972571991,0.333689415920145
"PLCH2",5.90006896810867,-1.12552262464702,0.634224544163481,-1.77464375197202,0.075956728223756,0.333702942945396
"MIR3128",143.870247690568,-0.775037234241048,0.436875474563488,-1.77404610550739,0.0760555243206753,0.334074740677571
"DPM3",22.3804198292613,0.681685531336273,0.38433474373489,1.77367657347807,0.0761166635709026,0.334234165696544
"RP11-399H11.3",283.691085887872,0.794895616724682,0.448168015130376,1.77365539237208,0.0761201692094847,0.334234165696544
"DEPDC1B",434.827407793063,0.423885218166714,0.239012299800529,1.77348704866015,0.076148036092818,0.334294273511926
"WARSP1",1.24428253737343,3.80298680506544,2.14447267527926,1.773390190001,0.0761640734235213,NA
"KCNJ18",19.310286972726,1.38350300392043,0.780291942463218,1.77305817044964,0.0762190683270245,0.334423884987155
"SAP30",458.907369006553,-0.353371426935613,0.19930542861646,-1.77301456055989,0.0762262941679958,0.334423884987155
"RP11-476I15.5",24.0646259191579,-0.800820922221423,0.451672345699532,-1.77301295916433,0.076226559518206,0.334423884987155
"USP13",2820.49241161697,-0.292834120445566,0.165166208548102,-1.77296629268015,0.0762342924554034,0.334423884987155
"TMEM178B",1.4434694681783,-2.98872753784153,1.68581639411527,-1.77286657566884,0.0762508183512247,NA
"AADAT",2166.63064951403,0.281279019693783,0.158691188805171,1.77249298975961,0.0763127579590662,0.334705825877385
"ZFYVE1",836.715107763388,-0.235402083981285,0.132867626923778,-1.77170383359318,0.0764437329692947,0.335217924434257
"SLC25A10",7.72719092153196,-1.37262737080326,0.774898784563997,-1.77136343241987,0.076500285377937,0.335403538290512
"PNPO",59.0381169038968,-0.461116476927564,0.26036383339878,-1.77104658088708,0.0765529560283273,0.335572067334436
"RP11-397D21.1",69.6535068847606,-0.61343293359402,0.346402682684104,-1.77086657886374,0.0765828911712256,0.335583728917812
"MUC5AC",46.0948949416686,2.17074888341381,1.22586887894732,1.77078390739299,0.0765966430052214,0.335583728917812
"AVL9",7562.42324656763,0.171314263559401,0.0967454211683935,1.77077386702585,0.0765983132887598,0.335583728917812
"ZER1",2488.70596281883,0.230523264811859,0.130199664090155,1.77053655570291,0.076637800292227,0.335694351307899
"LINC00421",1.51566985996542,-2.61891117277884,1.47917024281108,-1.77052721653036,0.0766393546068997,NA
"ZFP64",2382.00487483266,-0.385720241437031,0.217875818352317,-1.77036737878501,0.0766659603218871,0.33570022074342
"CTB-43E15.1",160.290944660626,0.43297638909388,0.244570039407968,1.77035744092771,0.0766676147717594,0.33570022074342
"BCAS1",220.962608134518,1.02476350362868,0.578877174332568,1.77026068580129,0.0766837240416371,0.335708416111727
"ARHGEF1",964.560876156347,0.42834685764148,0.242000994911749,1.77002106044104,0.0767236324086656,0.335820777531822
"RP11-809O17.1",15.4461887441229,-0.799050457850072,0.451545992067359,-1.76958819674536,0.0767957665413751,0.336074123845413
"RP11-554D13.1",48.2899489972857,0.804423021329193,0.454608653978311,1.76948461999047,0.0768130351794622,0.336087317961874
"AC005077.14",22.9707217756055,1.09308403659603,0.617885581716277,1.76907192681178,0.0768818721020318,0.336255642090639
"KB-1568E2.1",68.323458127648,-0.799260432836176,0.451813393748025,-1.76900562023162,0.0768929366785128,0.336255642090639
"RP11-64J4.7",201.401330201766,0.416358279468605,0.235363969957977,1.76899752134085,0.0768942882290482,0.336255642090639
"RP13-395E19.3",1.87462415652477,-1.7324537906741,0.979611671070028,-1.76851076996841,0.07697555331834,NA
"UQCC3",15.1884450241044,-1.11005281002465,0.627698632237467,-1.76844866790263,0.0769859265399819,0.33659394805975
"RP11-402N8.1",62.0630078418366,1.09927047476401,0.621639645653435,1.76834035996613,0.0770040204877301,0.336610641282942
"RP11-983C2.2",550.500273251598,0.378369933586708,0.213986253768895,1.76819738147922,0.0770279118128494,0.336652665919403
"NPHP1",2989.03303615376,0.302583264263711,0.171154072643078,1.76789987869417,0.0770776431003633,0.336753322341325
"AC064865.1",30.2724599469912,-1.22650436665933,0.693767849856312,-1.76788873527847,0.0770795063690629,0.336753322341325
"RP11-162D16.2",66.0365747270678,-0.49856369425341,0.282075950861123,-1.7674803283704,0.0771478206175615,0.336882815809699
"GRB7",4.53616599430722,-2.27027606313665,1.28447455272872,-1.76747453525934,0.0771487899863758,0.336882815809699
"ZNF706",7702.78014548897,0.3575301433596,0.202308589923364,1.76725142266591,0.0771861312601123,0.336882815809699
"THAP3",105.219122773007,-0.560470494257063,0.317144879901478,-1.76723803465209,0.0771883724154243,0.336882815809699
"RP11-697N18.1",3.14484243306389,1.65070687359758,0.934065421892343,1.76722832781175,0.0771899973749627,0.336882815809699
"RP11-941H19.1",12.7677062910225,-1.07807493991613,0.610081314356904,-1.76710040866035,0.0772114140993732,0.336882815809699
"OCIAD2",961.285519977887,0.208364371779225,0.117914135037998,1.76708561456249,0.0772138912974149,0.336882815809699
"PIK3R5",22.4626252095378,1.07209295924492,0.606741111589013,1.76696936925402,0.077233358249372,0.336882815809699
"PACSIN2",2987.06097927031,0.299272259894665,0.169372875939194,1.76694325012291,0.0772377328244299,0.336882815809699
"LRRC9",1414.72490549855,-0.245976019523633,0.139247860757603,-1.76646174803229,0.0773184136044289,0.337172345918038
"OR4D5",1.76751775294701,-2.25664957135865,1.27767604926636,-1.76621419228639,0.0773599209134598,NA
"SPATA31C1",23.6781304797135,0.736703009258093,0.417108839950256,1.76621288905301,0.0773601394727177,0.337291924672191
"CKAP2L",8.52758997424709,-1.19842062157339,0.678630261468978,-1.76594043858177,0.0774058419316929,0.3373840034181
"GPSM1",189.941692225468,-0.477491691189471,0.270393146408719,-1.76591639814608,0.0774098756729259,0.3373840034181
"PPP1R3G",61.7676585105303,0.488709166710985,0.276794139799384,1.76560517887118,0.0774621105702445,0.337549270954684
"RP11-791G16.5",84.3827029532532,-0.648125445133175,0.367122442926718,-1.76542038663256,0.0774931395971089,0.337597714545387
"CSNK1A1",3228.02020661401,0.226662704787712,0.128397474949563,1.76532057874775,0.0775099028533724,0.337597714545387
"RP11-390P2.4",10.1328268713463,1.22369981228386,0.693203112686757,1.76528320471756,0.0775161807773326,0.337597714545387
"MAPK1IP1L",2679.41940056214,0.144835763035648,0.0820516176448426,1.7651786423342,0.0775337469036213,0.33761185932419
"ST3GAL5-AS1",19.2097944470952,1.28565355899054,0.72842615401517,1.76497446158937,0.0775680579254798,0.33769889915526
"RNF149",3501.19421201405,0.18399526608424,0.104258508412563,1.7647985654672,0.0775976258473514,0.337718048890531
"HDC",7.54495781181752,1.41181546202251,0.799996119135413,1.76477788860815,0.0776011022048815,0.337718048890531
"ELK1",1120.27840057437,0.295619814987686,0.167524056302744,1.76464098059714,0.0776241234663935,0.337755897253016
"DCDC2B",212.196672851031,0.349898712554925,0.198313516974896,1.76437147549159,0.0776694573562865,0.337839372360466
"CTD-2017D15.1",4.30319660963164,1.8696076641726,1.05968302596431,1.76430840011924,0.0776800704801702,0.337839372360466
"RILPL1",3473.14425160443,0.339980224174894,0.19270290199253,1.76427142850227,0.0776862919096844,0.337839372360466
"MECOM",64.6463981885402,0.752123272171197,0.426387293059056,1.76394391768853,0.0777414217860094,0.33801677748337
"ACSL6",2710.80790941427,-0.243169287757252,0.137866526270194,-1.76380223928094,0.0777652803751584,0.338058175878662
"SLC35C1",90.358828196884,-0.541705700408299,0.307153196924519,-1.76363360639681,0.0777936858602347,0.33811932145594
"FAM129B",219.414493742477,0.398199040406338,0.225820859279862,1.76334038262093,0.0778430982660601,0.338232368238195
"PIK3IP1-AS1",184.531602586215,-0.441888015664404,0.25061243205158,-1.76323262196928,0.0778612639003465,0.338232368238195
"G3BP2",5613.38251849735,-0.246510525530552,0.139806703712931,-1.76322392978179,0.077862729326813,0.338232368238195
"RANP6",1.68451952595951,-1.83604614642679,1.04146875682463,-1.76293924747659,0.0779107366780671,NA
"RP5-857K21.3",1836.76599622403,0.296982008378333,0.168477293591728,1.7627420410611,0.0779440066769599,0.338523067496047
"NBPF3",1743.86359784141,-0.181711324752298,0.103102782456632,-1.76242891241787,0.0779968572725343,0.338635554422106
"C2orf80",1289.50627296055,0.484980436598142,0.275178943401789,1.76241841255281,0.0779986299701623,0.338635554422106
"LINC01555",8.6257227446349,1.11794842051724,0.634371802419687,1.7622921073305,0.0780199567167775,0.338636212559204
"RP11-393I2.4",14.8595142677914,-0.773223257221544,0.438787651843397,-1.76218098657322,0.0780387234789975,0.338636212559204
"FCRL2",0.953159329892229,-2.26848150462085,1.28731492833395,-1.76218068686326,0.078038774100842,NA
"CTD-3020H12.4",403.679841883618,-0.501356931700155,0.284528293523958,-1.76206353853501,0.0780585628266761,0.338636212559204
"PCGF1",58.7284427653945,-0.692258496819136,0.392887690002117,-1.76197553253808,0.0780734315096226,0.338636212559204
"IGF2R",5925.93984844087,0.216159636381962,0.122680441043247,1.76197309484535,0.0780738433925599,0.338636212559204
"RP11-518I13.1",4.60055209362572,-2.00607748868813,1.1386387760666,-1.76182080819176,0.078099577901183,0.338636212559204
"LYZ",7.54707189843444,-1.11017653041632,0.630146944811613,-1.76177404263733,0.0781074820712662,0.338636212559204
"NDFIP2",9945.05996751553,0.332622767389586,0.188803829315478,1.76173740011277,0.0781136757330468,0.338636212559204
"GATAD2A",924.18902112709,-0.427473225502586,0.242687748872946,-1.76141246308391,0.0781686171209766,0.338799951064323
"RN7SL22P",67.6475234764876,-0.566650417662905,0.321718832948272,-1.7613218737307,0.0781839398638801,0.338799951064323
"NFKBIE",28.4693454306254,-0.738151656367235,0.419125718659177,-1.76117003444373,0.0782096282151955,0.338799951064323
"TTBK1",2424.77823507588,0.157831921711448,0.0896212895634583,1.76109853451386,0.0782217270376819,0.338799951064323
"AL353662.3",66.1989574742065,-0.605397913555795,0.343763324325831,-1.76108930393627,0.0782232890959825,0.338799951064323
"RP11-683L23.1",25.0822029959572,0.972595460873661,0.552296457517979,1.76100253339394,0.0782379742121333,0.338801321202551
"MAPK1",11254.7301094528,0.161035043025407,0.0914541616736539,1.76082793913792,0.0782675294848093,0.33886707266293
"PTPN23",941.265109975597,0.296402559787119,0.168351561354308,1.76061663701068,0.0783033108114602,0.338959751353666
"NCOR1",12100.9066108011,0.171575617564497,0.0974786091378912,1.76013608608008,0.0783847355726451,0.339248764394617
"RP11-50C13.2",26.80888494224,-1.18768206009868,0.674799101105201,-1.76005281891079,0.0783988514010885,0.339248764394617
"RP11-121L10.2",24.6220457659987,-0.648680353971782,0.368588147192386,-1.75990562613833,0.0784238092491015,0.339294495098085
"C1orf233",68.8612901938877,-0.671438359648892,0.38164234226404,-1.75933926949949,0.0785199003855996,0.339645204406514
"CARS2",3859.211408721,0.231563118192512,0.131625438432659,1.75925809592636,0.0785336805812084,0.339645204406514
"TOMM20P2",16.2481136444838,1.30262101868358,0.74049588089621,1.75911987127739,0.0785571504157887,0.3396844030174
"ZNF124",2647.32510488757,-0.334870108806865,0.190397126251054,-1.75879812579373,0.0786118032506707,0.339858399128633
"HEBP1",291.405782798393,0.264649961705552,0.150507996380704,1.75837808003324,0.0786832002800945,0.339998158009106
"TTLL12",380.270705062808,-0.374514906757895,0.21299457827236,-1.75833070398157,0.0786912563064395,0.339998158009106
"PPP2R2C",31055.2345194975,0.459059421017163,0.261080519354782,1.75830591325486,0.0786954720950507,0.339998158009106
"B9D1",2227.66379161914,0.310062531564156,0.17634751485757,1.75824724161599,0.0787054502364718,0.339998158009106
"MED4",3730.25489959367,0.230585337681329,0.131149728484724,1.75818387384758,0.0787162281933802,0.339998158009106
"RN7SL329P",117.932462606571,-0.314486566482389,0.178933253084563,-1.75756356664328,0.0788217970615526,0.340391786248049
"C5orf56",2841.98782991621,-0.247991527848501,0.141110073065111,-1.75743320417723,0.0788439978350945,0.340425311289817
"RP11-206L10.3",36.8621979236107,-0.861949195052675,0.490535051266312,-1.75716127283374,0.0788903242114393,0.340562972277834
"OR2L8",28.6562246085064,-1.11025816483431,0.631895115886086,-1.75702919190541,0.0789128335810389,0.34059778565025
"GUSB",543.557149278008,0.43775099065306,0.249196863876288,1.75664727012928,0.0789779504857281,0.340816452141834
"PTTG1",46.1503867966224,-0.576342030038718,0.32828975494696,-1.75558944911892,0.0791585350771938,0.341533229384291
"MRPL22",1067.62638774284,0.288305505753052,0.164238912644056,1.75540315697217,0.0791903724593318,0.341570442557415
"TPK1",7111.88136399639,0.266113504157205,0.151599711834012,1.75536945906979,0.0791961325527541,0.341570442557415
"LINC00316",3.70686759826102,-1.6558868499918,0.943467704956763,-1.75510708134698,0.0792409932968644,0.341701422996848
"ITIH1",15.3485807049625,1.10201531372757,0.627926581200783,1.75500663090291,0.0792581735538722,0.341701919103991
"CTNNA2",163709.540071026,0.367329510258843,0.209324642897844,1.75483165848805,0.079288106698425,0.341701919103991
"BLOC1S2",669.659982646353,0.196252784159264,0.111837964678613,1.75479574152867,0.079294252275675,0.341701919103991
"RP11-351M16.3",257.698487384333,-0.829177966464845,0.472528663053853,-1.75476755442948,0.0792990755051969,0.341701919103991
"AKAP6",50701.8479308124,-0.167849731811273,0.0956665916619373,-1.75452818894619,0.0793400440953054,0.341815987524796
